[Connect DataFile][1.1]
Date:	11.03.2026
Time:	11:54:29,321
Unit:	°C
Resolution:	0,037037
Values:	1
Time	Area 1	
00:05:11,258	566,7	
00:05:11,295	566,8	
00:05:11,333	566,8	
00:05:11,370	566,9	
00:05:11,407	566,9	
00:05:11,444	567,0	
00:05:11,481	567,0	
00:05:11,518	567,1	
00:05:11,555	567,2	
00:05:11,592	567,2	
00:05:11,629	567,3	
00:05:11,666	567,3	
00:05:11,703	567,4	
00:05:11,740	567,4	
00:05:11,777	567,5	
00:05:11,814	567,5	
00:05:11,851	567,6	
00:05:11,888	567,7	
00:05:11,925	567,7	
00:05:11,962	567,8	
00:05:11,999	567,8	
00:05:12,036	567,9	
00:05:12,073	567,9	
00:05:12,110	568,0	
00:05:12,147	568,0	
00:05:12,184	568,1	
00:05:12,221	568,2	
00:05:12,258	568,2	
00:05:12,295	568,3	
00:05:12,333	568,3	
00:05:12,370	568,4	
00:05:12,407	568,4	
00:05:12,444	568,5	
00:05:12,481	568,5	
00:05:12,518	568,6	
00:05:12,555	568,7	
00:05:12,592	568,7	
00:05:12,629	568,8	
00:05:12,666	568,8	
00:05:12,703	568,9	
00:05:12,740	568,9	
00:05:12,777	569,0	
00:05:12,814	569,1	
00:05:12,851	569,1	
00:05:12,888	569,2	
00:05:12,925	569,2	
00:05:12,962	569,3	
00:05:12,999	569,3	
00:05:13,036	569,4	
00:05:13,073	569,4	
00:05:13,110	569,5	
00:05:13,147	569,6	
00:05:13,184	569,6	
00:05:13,221	569,7	
00:05:13,258	569,7	
00:05:13,295	569,8	
00:05:13,333	569,8	
00:05:13,370	569,9	
00:05:13,407	569,9	
00:05:13,444	570,0	
00:05:13,481	570,1	
00:05:13,518	570,1	
00:05:13,555	570,2	
00:05:13,592	570,2	
00:05:13,629	570,3	
00:05:13,666	570,3	
00:05:13,703	570,4	
00:05:13,740	570,4	
00:05:13,777	570,5	
00:05:13,814	570,6	
00:05:13,851	570,6	
00:05:13,888	570,7	
00:05:13,925	570,7	
00:05:13,962	570,8	
00:05:13,999	570,8	
00:05:14,036	570,9	
00:05:14,073	571,0	
00:05:14,110	571,0	
00:05:14,147	571,1	
00:05:14,184	571,1	
00:05:14,221	571,2	
00:05:14,258	571,2	
00:05:14,295	571,3	
00:05:14,333	571,3	
00:05:14,370	571,4	
00:05:14,407	571,5	
00:05:14,444	571,5	
00:05:14,481	571,6	
00:05:14,518	571,6	
00:05:14,555	571,7	
00:05:14,592	571,7	
00:05:14,629	571,8	
00:05:14,666	571,8	
00:05:14,703	571,9	
00:05:14,740	572,0	
00:05:14,777	572,0	
00:05:14,814	572,1	
00:05:14,851	572,1	
00:05:14,888	572,2	
00:05:14,925	572,2	
00:05:14,962	572,3	
00:05:14,999	572,3	
00:05:15,036	572,4	
00:05:15,073	572,5	
00:05:15,110	572,5	
00:05:15,147	572,6	
00:05:15,184	572,6	
00:05:15,221	572,7	
00:05:15,258	572,7	
00:05:15,295	572,8	
00:05:15,333	572,9	
00:05:15,370	572,9	
00:05:15,407	573,0	
00:05:15,444	573,0	
00:05:15,481	573,1	
00:05:15,518	573,1	
00:05:15,555	573,2	
00:05:15,592	573,2	
00:05:15,629	573,3	
00:05:15,666	573,4	
00:05:15,703	573,4	
00:05:15,740	573,5	
00:05:15,777	573,5	
00:05:15,814	573,6	
00:05:15,851	573,6	
00:05:15,888	573,7	
00:05:15,925	573,7	
00:05:15,962	573,8	
00:05:15,999	573,9	
00:05:16,036	573,9	
00:05:16,073	574,0	
00:05:16,110	574,0	
00:05:16,147	574,1	
00:05:16,184	574,1	
00:05:16,221	574,2	
00:05:16,258	574,2	
00:05:16,295	574,3	
00:05:16,333	574,4	
00:05:16,370	574,4	
00:05:16,407	574,5	
00:05:16,444	574,5	
00:05:16,481	574,6	
00:05:16,518	574,6	
00:05:16,555	574,7	
00:05:16,592	574,8	
00:05:16,629	574,8	
00:05:16,666	574,9	
00:05:16,703	574,9	
00:05:16,740	575,0	
00:05:16,777	575,0	
00:05:16,814	575,1	
00:05:16,851	575,1	
00:05:16,888	575,2	
00:05:16,925	575,3	
00:05:16,962	575,3	
00:05:16,999	575,4	
00:05:17,036	575,4	
00:05:17,073	575,5	
00:05:17,110	575,5	
00:05:17,147	575,6	
00:05:17,184	575,6	
00:05:17,221	575,7	
00:05:17,258	575,8	
00:05:17,295	575,8	
00:05:17,333	575,9	
00:05:17,370	575,9	
00:05:17,407	576,0	
00:05:17,444	576,0	
00:05:17,481	576,1	
00:05:17,518	576,1	
00:05:17,555	576,2	
00:05:17,592	576,3	
00:05:17,629	576,3	
00:05:17,666	576,4	
00:05:17,703	576,4	
00:05:17,740	576,5	
00:05:17,777	576,5	
00:05:17,814	576,6	
00:05:17,851	576,7	
00:05:17,888	576,7	
00:05:17,925	576,8	
00:05:17,962	576,8	
00:05:17,999	576,9	
00:05:18,036	576,9	
00:05:18,073	577,0	
00:05:18,110	577,0	
00:05:18,147	577,1	
00:05:18,184	577,2	
00:05:18,221	577,2	
00:05:18,258	577,3	
00:05:18,295	577,3	
00:05:18,333	577,4	
00:05:18,370	577,4	
00:05:18,407	577,5	
00:05:18,444	577,5	
00:05:18,481	577,6	
00:05:18,518	577,7	
00:05:18,555	577,7	
00:05:18,592	577,8	
00:05:18,629	577,8	
00:05:18,666	577,9	
00:05:18,703	577,9	
00:05:18,740	578,0	
00:05:18,777	578,0	
00:05:18,814	578,1	
00:05:18,851	578,2	
00:05:18,888	578,2	
00:05:18,925	578,3	
00:05:18,962	578,3	
00:05:18,999	578,4	
00:05:19,036	578,4	
00:05:19,073	578,5	
00:05:19,110	578,6	
00:05:19,147	578,6	
00:05:19,184	578,7	
00:05:19,221	578,7	
00:05:19,258	578,8	
00:05:19,295	578,8	
00:05:19,333	578,9	
00:05:19,370	578,9	
00:05:19,407	579,0	
00:05:19,444	579,1	
00:05:19,481	579,1	
00:05:19,518	579,2	
00:05:19,555	579,2	
00:05:19,592	579,3	
00:05:19,629	579,3	
00:05:19,666	579,4	
00:05:19,703	579,4	
00:05:19,740	579,5	
00:05:19,777	579,6	
00:05:19,814	579,6	
00:05:19,851	579,7	
00:05:19,888	579,7	
00:05:19,925	579,8	
00:05:19,962	579,8	
00:05:19,999	579,9	
00:05:20,036	579,9	
00:05:20,073	580,0	
00:05:20,110	580,1	
00:05:20,147	580,1	
00:05:20,184	580,2	
00:05:20,221	580,2	
00:05:20,258	580,3	
00:05:20,295	580,3	
00:05:20,333	580,4	
00:05:20,370	580,5	
00:05:20,407	580,5	
00:05:20,444	580,6	
00:05:20,481	580,6	
00:05:20,518	580,7	
00:05:20,555	580,7	
00:05:20,592	580,8	
00:05:20,629	580,8	
00:05:20,666	580,9	
00:05:20,703	581,0	
00:05:20,740	581,0	
00:05:20,777	581,1	
00:05:20,814	581,1	
00:05:20,851	581,2	
00:05:20,888	581,2	
00:05:20,925	581,3	
00:05:20,962	581,3	
00:05:20,999	581,4	
00:05:21,036	581,5	
00:05:21,073	581,5	
00:05:21,110	581,6	
00:05:21,147	581,6	
00:05:21,184	581,7	
00:05:21,221	581,7	
00:05:21,258	581,8	
00:05:21,295	581,8	
00:05:21,333	581,9	
00:05:21,370	582,0	
00:05:21,407	582,0	
00:05:21,444	582,1	
00:05:21,481	582,1	
00:05:21,518	582,2	
00:05:21,555	582,2	
00:05:21,592	582,3	
00:05:21,629	582,4	
00:05:21,666	582,4	
00:05:21,703	582,5	
00:05:21,740	582,5	
00:05:21,777	582,6	
00:05:21,814	582,6	
00:05:21,851	582,7	
00:05:21,888	582,7	
00:05:21,925	582,8	
00:05:21,962	582,9	
00:05:21,999	582,9	
00:05:22,036	583,0	
00:05:22,073	583,0	
00:05:22,110	583,1	
00:05:22,147	583,1	
00:05:22,184	583,2	
00:05:22,221	583,2	
00:05:22,258	583,3	
00:05:22,295	583,4	
00:05:22,333	583,4	
00:05:22,370	583,5	
00:05:22,407	583,5	
00:05:22,444	583,6	
00:05:22,481	583,6	
00:05:22,518	583,7	
00:05:22,555	583,7	
00:05:22,592	583,8	
00:05:22,629	583,9	
00:05:22,666	583,9	
00:05:22,703	584,0	
00:05:22,740	584,0	
00:05:22,777	584,1	
00:05:22,814	584,1	
00:05:22,851	584,2	
00:05:22,888	584,3	
00:05:22,925	584,3	
00:05:22,962	584,4	
00:05:22,999	584,4	
00:05:23,036	584,5	
00:05:23,073	584,5	
00:05:23,110	584,6	
00:05:23,147	584,6	
00:05:23,184	584,7	
00:05:23,221	584,8	
00:05:23,258	584,8	
00:05:23,295	584,9	
00:05:23,333	584,9	
00:05:23,370	585,0	
00:05:23,407	585,0	
00:05:23,444	585,1	
00:05:23,481	585,1	
00:05:23,518	585,2	
00:05:23,555	585,3	
00:05:23,592	585,3	
00:05:23,629	585,4	
00:05:23,666	585,4	
00:05:23,703	585,5	
00:05:23,740	585,5	
00:05:23,777	585,6	
00:05:23,814	585,6	
00:05:23,851	585,7	
00:05:23,888	585,8	
00:05:23,925	585,8	
00:05:23,962	585,9	
00:05:23,999	585,9	
00:05:24,036	586,0	
00:05:24,073	586,0	
00:05:24,110	586,1	
00:05:24,147	586,2	
00:05:24,184	586,2	
00:05:24,221	586,3	
00:05:24,258	586,3	
00:05:24,295	586,4	
00:05:24,333	586,4	
00:05:24,370	586,5	
00:05:24,407	586,5	
00:05:24,444	586,6	
00:05:24,481	586,7	
00:05:24,518	586,7	
00:05:24,555	586,8	
00:05:24,592	586,8	
00:05:24,629	586,9	
00:05:24,666	586,9	
00:05:24,703	587,0	
00:05:24,740	587,0	
00:05:24,777	587,1	
00:05:24,814	587,2	
00:05:24,851	587,2	
00:05:24,888	587,3	
00:05:24,925	587,3	
00:05:24,962	587,4	
00:05:24,999	587,4	
00:05:25,036	587,5	
00:05:25,073	587,5	
00:05:25,110	587,6	
00:05:25,147	587,7	
00:05:25,184	587,7	
00:05:25,221	587,8	
00:05:25,258	587,8	
00:05:25,295	587,9	
00:05:25,333	587,9	
00:05:25,370	588,0	
00:05:25,407	588,1	
00:05:25,444	588,1	
00:05:25,481	588,2	
00:05:25,518	588,2	
00:05:25,555	588,3	
00:05:25,592	588,3	
00:05:25,629	588,4	
00:05:25,666	588,4	
00:05:25,703	588,5	
00:05:25,740	588,4	
00:05:25,777	588,3	
00:05:25,814	588,2	
00:05:25,851	588,1	
00:05:25,888	588,0	
00:05:25,925	587,9	
00:05:25,962	587,8	
00:05:25,999	587,7	
00:05:26,036	587,5	
00:05:26,073	587,4	
00:05:26,110	587,3	
00:05:26,147	587,2	
00:05:26,184	587,1	
00:05:26,221	587,0	
00:05:26,258	586,9	
00:05:26,295	586,8	
00:05:26,333	586,7	
00:05:26,370	586,6	
00:05:26,407	586,5	
00:05:26,444	586,4	
00:05:26,481	586,3	
00:05:26,518	586,2	
00:05:26,555	586,1	
00:05:26,592	586,0	
00:05:26,629	585,9	
00:05:26,666	585,7	
00:05:26,703	585,6	
00:05:26,740	585,5	
00:05:26,777	585,4	
00:05:26,814	585,3	
00:05:26,851	585,2	
00:05:26,888	585,1	
00:05:26,925	585,0	
00:05:26,962	584,9	
00:05:26,999	584,8	
00:05:27,036	584,7	
00:05:27,073	584,6	
00:05:27,110	584,5	
00:05:27,147	584,4	
00:05:27,184	584,3	
00:05:27,221	584,2	
00:05:27,258	584,0	
00:05:27,295	583,9	
00:05:27,333	583,8	
00:05:27,370	583,7	
00:05:27,407	583,6	
00:05:27,444	583,5	
00:05:27,481	583,4	
00:05:27,518	583,3	
00:05:27,555	583,2	
00:05:27,592	583,1	
00:05:27,629	583,0	
00:05:27,666	582,9	
00:05:27,703	582,8	
00:05:27,740	582,7	
00:05:27,777	582,6	
00:05:27,814	582,5	
00:05:27,851	582,4	
00:05:27,888	582,2	
00:05:27,925	582,1	
00:05:27,962	582,0	
00:05:27,999	581,9	
00:05:28,036	581,8	
00:05:28,073	581,7	
00:05:28,110	581,6	
00:05:28,147	581,5	
00:05:28,184	581,4	
00:05:28,221	581,3	
00:05:28,258	581,2	
00:05:28,295	581,1	
00:05:28,333	581,0	
00:05:28,370	580,9	
00:05:28,407	580,8	
00:05:28,444	580,7	
00:05:28,481	580,6	
00:05:28,518	580,4	
00:05:28,555	580,3	
00:05:28,592	580,2	
00:05:28,629	580,1	
00:05:28,666	580,0	
00:05:28,703	579,9	
00:05:28,740	579,8	
00:05:28,777	579,7	
00:05:28,814	579,6	
00:05:28,851	579,5	
00:05:28,888	579,4	
00:05:28,925	579,3	
00:05:28,962	579,2	
00:05:28,999	579,1	
00:05:29,036	579,0	
00:05:29,073	578,9	
00:05:29,110	578,7	
00:05:29,147	578,6	
00:05:29,184	578,5	
00:05:29,221	578,4	
00:05:29,258	578,3	
00:05:29,295	578,2	
00:05:29,333	578,1	
00:05:29,370	578,0	
00:05:29,407	577,9	
00:05:29,444	577,8	
00:05:29,481	577,7	
00:05:29,518	577,6	
00:05:29,555	577,5	
00:05:29,592	577,4	
00:05:29,629	577,3	
00:05:29,666	577,2	
00:05:29,703	577,1	
00:05:29,740	576,9	
00:05:29,777	576,8	
00:05:29,814	576,7	
00:05:29,851	576,6	
00:05:29,888	576,5	
00:05:29,925	576,4	
00:05:29,962	576,3	
00:05:29,999	576,2	
00:05:30,036	576,1	
00:05:30,073	576,0	
00:05:30,110	575,9	
00:05:30,147	575,8	
00:05:30,184	575,7	
00:05:30,221	575,6	
00:05:30,258	575,5	
00:05:30,295	575,4	
00:05:30,333	575,3	
00:05:30,370	575,1	
00:05:30,407	575,0	
00:05:30,444	574,9	
00:05:30,481	574,8	
00:05:30,518	574,7	
00:05:30,555	574,6	
00:05:30,592	574,5	
00:05:30,629	574,4	
00:05:30,666	574,3	
00:05:30,703	574,2	
00:05:30,740	574,1	
00:05:30,777	574,0	
00:05:30,814	573,9	
00:05:30,851	573,8	
00:05:30,888	573,7	
00:05:30,925	573,6	
00:05:30,962	573,4	
00:05:30,999	573,3	
00:05:31,036	573,2	
00:05:31,073	573,1	
00:05:31,110	573,0	
00:05:31,147	572,9	
00:05:31,184	572,8	
00:05:31,221	572,7	
00:05:31,258	572,6	
00:05:31,295	572,5	
00:05:31,333	572,4	
00:05:31,370	572,3	
00:05:31,407	572,2	
00:05:31,444	572,1	
00:05:31,481	572,0	
00:05:31,518	571,9	
00:05:31,555	571,8	
00:05:31,592	571,6	
00:05:31,629	571,5	
00:05:31,666	571,4	
00:05:31,703	571,3	
00:05:31,740	571,2	
00:05:31,777	571,1	
00:05:31,814	571,0	
00:05:31,851	570,9	
00:05:31,888	570,8	
00:05:31,925	570,7	
00:05:31,962	570,6	
00:05:31,999	570,5	
00:05:32,036	570,4	
00:05:32,073	570,3	
00:05:32,110	570,2	
00:05:32,147	570,1	
00:05:32,184	570,0	
00:05:32,221	569,8	
00:05:32,258	569,7	
00:05:32,295	569,6	
00:05:32,333	569,5	
00:05:32,370	569,4	
00:05:32,407	569,3	
00:05:32,444	569,2	
00:05:32,481	569,1	
00:05:32,518	569,0	
00:05:32,555	568,9	
00:05:32,592	568,8	
00:05:32,629	568,7	
00:05:32,666	568,6	
00:05:32,703	568,5	
00:05:32,740	568,4	
00:05:32,777	568,3	
00:05:32,814	568,1	
00:05:32,851	568,0	
00:05:32,888	567,9	
00:05:32,925	567,8	
00:05:32,962	567,7	
00:05:32,999	567,6	
00:05:33,036	567,5	
00:05:33,073	567,4	
00:05:33,110	567,3	
00:05:33,147	567,2	
00:05:33,184	567,1	
00:05:33,221	567,0	
00:05:33,258	566,9	
00:05:33,295	566,8	
00:05:33,333	566,7	
00:05:33,370	566,6	
00:05:33,407	566,5	
00:05:33,444	566,3	
00:05:33,481	566,2	
00:05:33,518	566,1	
00:05:33,555	566,0	
00:05:33,592	565,9	
00:05:33,629	565,8	
00:05:33,666	565,7	
00:05:33,703	565,6	
00:05:33,740	565,5	
00:05:33,777	565,4	
00:05:33,814	565,3	
00:05:33,851	565,2	
00:05:33,888	565,1	
00:05:33,925	565,0	
00:05:33,962	564,9	
00:05:33,999	564,8	
00:05:34,036	564,7	
00:05:34,073	564,5	
00:05:34,110	564,4	
00:05:34,147	564,3	
00:05:34,184	564,2	
00:05:34,221	564,1	
00:05:34,258	564,0	
00:05:34,295	563,9	
00:05:34,332	563,8	
00:05:34,370	563,7	
00:05:34,407	563,6	
00:05:34,444	563,5	
00:05:34,481	563,4	
00:05:34,518	563,3	
00:05:34,555	563,2	
00:05:34,592	563,1	
00:05:34,629	563,0	
00:05:34,666	562,8	
00:05:34,703	562,7	
00:05:34,740	562,6	
00:05:34,777	562,5	
00:05:34,814	562,4	
00:05:34,851	562,3	
00:05:34,888	562,2	
00:05:34,925	562,1	
00:05:34,962	562,0	
00:05:34,999	561,9	
00:05:35,036	561,8	
00:05:35,073	561,7	
00:05:35,110	561,6	
00:05:35,147	561,5	
00:05:35,184	561,4	
00:05:35,221	561,3	
00:05:35,258	561,2	
00:05:35,295	561,0	
00:05:35,332	560,9	
00:05:35,370	560,8	
00:05:35,407	560,7	
00:05:35,444	560,6	
00:05:35,481	560,5	
00:05:35,518	560,4	
00:05:35,555	560,3	
00:05:35,592	560,2	
00:05:35,629	560,1	
00:05:35,666	560,0	
00:05:35,703	559,9	
00:05:35,740	559,8	
00:05:35,777	559,7	
00:05:35,814	559,6	
00:05:35,851	559,5	
00:05:35,888	559,4	
00:05:35,925	559,2	
00:05:35,962	559,1	
00:05:35,999	559,0	
00:05:36,036	558,9	
00:05:36,073	558,8	
00:05:36,110	558,7	
00:05:36,147	558,6	
00:05:36,184	558,5	
00:05:36,221	558,4	
00:05:36,258	558,3	
00:05:36,295	558,2	
00:05:36,332	558,1	
00:05:36,370	558,0	
00:05:36,407	557,9	
00:05:36,444	557,8	
00:05:36,481	557,7	
00:05:36,518	557,5	
00:05:36,555	557,4	
00:05:36,592	557,3	
00:05:36,629	557,2	
00:05:36,666	557,1	
00:05:36,703	557,0	
00:05:36,740	556,9	
00:05:36,777	556,8	
00:05:36,814	556,7	
00:05:36,851	556,6	
00:05:36,888	556,5	
00:05:36,925	556,4	
00:05:36,962	556,3	
00:05:36,999	556,2	
00:05:37,036	556,1	
00:05:37,073	556,0	
00:05:37,110	555,9	
00:05:37,147	555,7	
00:05:37,184	555,6	
00:05:37,221	555,5	
00:05:37,258	555,4	
00:05:37,295	555,3	
00:05:37,332	555,2	
00:05:37,370	555,1	
00:05:37,407	555,0	
00:05:37,444	554,9	
00:05:37,481	554,8	
00:05:37,518	554,7	
00:05:37,555	554,6	
00:05:37,592	554,5	
00:05:37,629	554,4	
00:05:37,666	554,3	
00:05:37,703	554,2	
00:05:37,740	554,1	
00:05:37,777	553,9	
00:05:37,814	553,8	
00:05:37,851	553,7	
00:05:37,888	553,6	
00:05:37,925	553,5	
00:05:37,962	553,4	
00:05:37,999	553,3	
00:05:38,036	553,2	
00:05:38,073	553,1	
00:05:38,110	553,0	
00:05:38,147	552,9	
00:05:38,184	552,8	
00:05:38,221	552,7	
00:05:38,258	552,6	
00:05:38,295	552,5	
00:05:38,332	552,4	
00:05:38,370	552,2	
00:05:38,407	552,1	
00:05:38,444	552,0	
00:05:38,481	551,9	
00:05:38,518	551,8	
00:05:38,555	551,7	
00:05:38,592	551,6	
00:05:38,629	551,5	
00:05:38,666	551,4	
00:05:38,703	551,3	
00:05:38,740	551,2	
00:05:38,777	551,1	
00:05:38,814	551,0	
00:05:38,851	550,9	
00:05:38,888	550,8	
00:05:38,925	550,7	
00:05:38,962	550,6	
00:05:38,999	550,4	
00:05:39,036	550,3	
00:05:39,073	550,2	
00:05:39,110	550,1	
00:05:39,147	550,0	
00:05:39,184	549,9	
00:05:39,221	549,8	
00:05:39,258	549,7	
00:05:39,295	549,6	
00:05:39,332	549,5	
00:05:39,370	549,5	
00:05:39,407	549,4	
00:05:39,444	549,4	
00:05:39,481	549,3	
00:05:39,518	549,3	
00:05:39,555	549,2	
00:05:39,592	549,1	
00:05:39,629	549,1	
00:05:39,666	549,0	
00:05:39,703	549,0	
00:05:39,740	548,9	
00:05:39,777	548,9	
00:05:39,814	548,8	
00:05:39,851	548,7	
00:05:39,888	548,7	
00:05:39,925	548,6	
00:05:39,962	548,6	
00:05:39,999	548,5	
00:05:40,036	548,5	
00:05:40,073	548,4	
00:05:40,110	548,4	
00:05:40,147	548,3	
00:05:40,184	548,2	
00:05:40,221	548,2	
00:05:40,258	548,1	
00:05:40,295	548,1	
00:05:40,332	548,0	
00:05:40,370	548,0	
00:05:40,407	547,9	
00:05:40,444	547,8	
00:05:40,481	547,8	
00:05:40,518	547,7	
00:05:40,555	547,7	
00:05:40,592	547,6	
00:05:40,629	547,6	
00:05:40,666	547,5	
00:05:40,703	547,4	
00:05:40,740	547,4	
00:05:40,777	547,3	
00:05:40,814	547,3	
00:05:40,851	547,2	
00:05:40,888	547,2	
00:05:40,925	547,1	
00:05:40,962	547,0	
00:05:40,999	547,0	
00:05:41,036	546,9	
00:05:41,073	546,9	
00:05:41,110	546,8	
00:05:41,147	546,8	
00:05:41,184	546,7	
00:05:41,221	546,6	
00:05:41,258	546,6	
00:05:41,295	546,5	
00:05:41,332	546,5	
00:05:41,370	546,4	
00:05:41,407	546,4	
00:05:41,444	546,3	
00:05:41,481	546,3	
00:05:41,518	546,2	
00:05:41,555	546,1	
00:05:41,592	546,1	
00:05:41,629	546,0	
00:05:41,666	546,0	
00:05:41,703	545,9	
00:05:41,740	545,9	
00:05:41,777	545,8	
00:05:41,814	545,7	
00:05:41,851	545,7	
00:05:41,888	545,6	
00:05:41,925	545,6	
00:05:41,962	545,5	
00:05:41,999	545,5	
00:05:42,036	545,4	
00:05:42,073	545,3	
00:05:42,110	545,3	
00:05:42,147	545,2	
00:05:42,184	545,2	
00:05:42,221	545,1	
00:05:42,258	545,1	
00:05:42,295	545,0	
00:05:42,332	544,9	
00:05:42,370	544,9	
00:05:42,407	544,8	
00:05:42,444	544,8	
00:05:42,481	544,7	
00:05:42,518	544,7	
00:05:42,555	544,6	
00:05:42,592	544,5	
00:05:42,629	544,5	
00:05:42,666	544,4	
00:05:42,703	544,4	
00:05:42,740	544,3	
00:05:42,777	544,3	
00:05:42,814	544,2	
00:05:42,851	544,2	
00:05:42,888	544,1	
00:05:42,925	544,0	
00:05:42,962	544,0	
00:05:42,999	543,9	
00:05:43,036	543,9	
00:05:43,073	543,8	
00:05:43,110	543,8	
00:05:43,147	543,7	
00:05:43,184	543,6	
00:05:43,221	543,6	
00:05:43,258	543,5	
00:05:43,295	543,5	
00:05:43,332	543,4	
00:05:43,370	543,4	
00:05:43,407	543,3	
00:05:43,444	543,2	
00:05:43,481	543,2	
00:05:43,518	543,1	
00:05:43,555	543,1	
00:05:43,592	543,0	
00:05:43,629	543,0	
00:05:43,666	542,9	
00:05:43,703	542,8	
00:05:43,740	542,8	
00:05:43,777	542,7	
00:05:43,814	542,7	
00:05:43,851	542,6	
00:05:43,888	542,6	
00:05:43,925	542,5	
00:05:43,962	542,4	
00:05:43,999	542,4	
00:05:44,036	542,3	
00:05:44,073	542,3	
00:05:44,110	542,2	
00:05:44,147	542,2	
00:05:44,184	542,1	
00:05:44,221	542,1	
00:05:44,258	542,0	
00:05:44,295	541,9	
00:05:44,332	541,9	
00:05:44,370	541,8	
00:05:44,407	541,8	
00:05:44,444	541,7	
00:05:44,481	541,7	
00:05:44,518	541,6	
00:05:44,555	541,5	
00:05:44,592	541,5	
00:05:44,629	541,4	
00:05:44,666	541,4	
00:05:44,703	541,3	
00:05:44,740	541,3	
00:05:44,777	541,2	
00:05:44,814	541,1	
00:05:44,851	541,1	
00:05:44,888	541,0	
00:05:44,925	541,0	
00:05:44,962	540,9	
00:05:44,999	540,9	
00:05:45,036	540,8	
00:05:45,073	540,7	
00:05:45,110	540,7	
00:05:45,147	540,6	
00:05:45,184	540,6	
00:05:45,221	540,5	
00:05:45,258	540,5	
00:05:45,295	540,4	
00:05:45,332	540,3	
00:05:45,370	540,3	
00:05:45,407	540,2	
00:05:45,444	540,2	
00:05:45,481	540,1	
00:05:45,518	540,1	
00:05:45,555	540,0	
00:05:45,592	540,0	
00:05:45,629	539,9	
00:05:45,666	539,8	
00:05:45,703	539,8	
00:05:45,740	539,7	
00:05:45,777	539,7	
00:05:45,814	539,6	
00:05:45,851	539,6	
00:05:45,888	539,5	
00:05:45,925	539,4	
00:05:45,962	539,4	
00:05:45,999	539,3	
00:05:46,036	539,3	
00:05:46,073	539,2	
00:05:46,110	539,2	
00:05:46,147	539,1	
00:05:46,184	539,0	
00:05:46,221	539,0	
00:05:46,258	538,9	
00:05:46,295	538,9	
00:05:46,332	538,8	
00:05:46,370	538,8	
00:05:46,407	538,7	
00:05:46,444	538,6	
00:05:46,481	538,6	
00:05:46,518	538,5	
00:05:46,555	538,5	
00:05:46,592	538,4	
00:05:46,629	538,4	
00:05:46,666	538,3	
00:05:46,703	538,2	
00:05:46,740	538,2	
00:05:46,777	538,1	
00:05:46,814	538,1	
00:05:46,851	538,0	
00:05:46,888	538,0	
00:05:46,925	537,9	
00:05:46,962	537,9	
00:05:46,999	537,8	
00:05:47,036	537,7	
00:05:47,073	537,7	
00:05:47,110	537,6	
00:05:47,147	537,6	
00:05:47,184	537,5	
00:05:47,221	537,5	
00:05:47,258	537,4	
00:05:47,295	537,3	
00:05:47,332	537,3	
00:05:47,370	537,2	
00:05:47,407	537,2	
00:05:47,444	537,1	
00:05:47,481	537,1	
00:05:47,518	537,0	
00:05:47,555	536,9	
00:05:47,592	536,9	
00:05:47,629	536,8	
00:05:47,666	536,8	
00:05:47,703	536,7	
00:05:47,740	536,7	
00:05:47,777	536,6	
00:05:47,814	536,5	
00:05:47,851	536,5	
00:05:47,888	536,4	
00:05:47,925	536,4	
00:05:47,962	536,3	
00:05:47,999	536,3	
00:05:48,036	536,2	
00:05:48,073	536,1	
00:05:48,110	536,1	
00:05:48,147	536,0	
00:05:48,184	536,0	
00:05:48,221	535,9	
00:05:48,258	535,9	
00:05:48,295	535,8	
00:05:48,332	535,8	
00:05:48,370	535,7	
00:05:48,407	535,6	
00:05:48,444	535,6	
00:05:48,481	535,5	
00:05:48,518	535,5	
00:05:48,555	535,4	
00:05:48,592	535,4	
00:05:48,629	535,3	
00:05:48,666	535,2	
00:05:48,703	535,2	
00:05:48,740	535,1	
00:05:48,777	535,1	
00:05:48,814	535,0	
00:05:48,851	535,0	
00:05:48,888	534,9	
00:05:48,925	534,8	
00:05:48,962	534,8	
00:05:48,999	534,7	
00:05:49,036	534,7	
00:05:49,073	534,6	
00:05:49,110	534,6	
00:05:49,147	534,5	
00:05:49,184	534,4	
00:05:49,221	534,4	
00:05:49,258	534,3	
00:05:49,295	534,3	
00:05:49,332	534,2	
00:05:49,370	534,2	
00:05:49,407	534,1	
00:05:49,444	534,0	
00:05:49,481	534,0	
00:05:49,518	533,9	
00:05:49,555	533,9	
00:05:49,592	533,8	
00:05:49,629	533,8	
00:05:49,666	533,7	
00:05:49,703	533,7	
00:05:49,740	533,6	
00:05:49,777	533,5	
00:05:49,814	533,5	
00:05:49,851	533,4	
00:05:49,888	533,4	
00:05:49,925	533,3	
00:05:49,962	533,3	
00:05:49,999	533,2	
00:05:50,036	533,1	
00:05:50,073	533,1	
00:05:50,110	533,0	
00:05:50,147	533,0	
00:05:50,184	532,9	
00:05:50,221	532,9	
00:05:50,258	532,8	
00:05:50,295	532,7	
00:05:50,332	532,7	
00:05:50,370	532,6	
00:05:50,407	532,6	
00:05:50,444	532,5	
00:05:50,481	532,5	
00:05:50,518	532,4	
00:05:50,555	532,3	
00:05:50,592	532,3	
00:05:50,629	532,2	
00:05:50,666	532,2	
00:05:50,703	532,1	
00:05:50,740	532,1	
00:05:50,777	532,0	
00:05:50,814	531,9	
00:05:50,851	531,9	
00:05:50,888	531,8	
